words,A MIDSUMMER NIGHT’S DREAM,ALL’S WELL THAT ENDS WELL,AS YOU LIKE IT,CYMBELINE,KING HENRY THE EIGHTH,KING JOHN,KING RICHARD THE SECOND,KING RICHARD THE THIRD,LOVE’S LABOUR’S LOST,MEASURE FOR MEASURE,MUCH ADO ABOUT NOTHING,"PERICLES, PRINCE OF TYRE",THE COMEDY OF ERRORS,THE FIRST PART OF HENRY THE SIXTH,THE FIRST PART OF KING HENRY THE FOURTH,THE HISTORY OF TROILUS AND CRESSIDA,THE LIFE OF KING HENRY THE FIFTH,THE LIFE OF TIMON OF ATHENS,THE MERCHANT OF VENICE,THE RAPE OF LUCRECE,THE SECOND PART OF KING HENRY THE FOURTH,THE SECOND PART OF KING HENRY THE SIXTH,THE TAMING OF THE SHREW,THE TEMPEST,THE THIRD PART OF KING HENRY THE SIXTH,THE TRAGEDY OF ANTONY AND CLEOPATRA,THE TRAGEDY OF CORIOLANUS,"THE TRAGEDY OF HAMLET, PRINCE OF DENMARK",THE TRAGEDY OF JULIUS CAESAR,THE TRAGEDY OF KING LEAR,THE TRAGEDY OF MACBETH,"THE TRAGEDY OF OTHELLO, MOOR OF VENICE",THE TRAGEDY OF ROMEO AND JULIET,THE TRAGEDY OF TITUS ANDRONICUS,THE TWO GENTLEMEN OF VERONA,THE WINTER’S TALE,"TWELFTH NIGHT: OR, WHAT YOU WILL",VENUS AND ADONIS
made,0.000574943942966,0.000688649436928,0.000962000962001,0.00151171579743,0.001078998073218,0.00128240359073,0.000897896357106,0.001087060779487,0.000564579171371,0.001394214011851,0.000703513168887,0.000906709651421,0.000799163951558,0.000569077219401,0.000545468713473,0.000395484288488,0.000544978927481,0.000813214739517,0.000738424116063,0.000664849411608,0.00057212329257,0.001115697869017,0.000536145116612,0.000847505508786,0.001080538725736,0.001093143352558,0.001262669351261,0.000933677756684,0.000760203354397,0.000718210220131,0.000700393297775,0.00064200877412,0.000880888548449,0.001197439322065,0.000982699910871,0.000949090771041,0.000606371565838,0.000816826628548
make,0.00183982061749,0.001822895568338,0.001355546810092,0.001958359101216,0.00150289017341,0.002061005770816,0.002095091499914,0.001374812162292,0.001606879180057,0.001612059951203,0.001538935056941,0.002065283094902,0.001475379602877,0.001313255121695,0.00148055793657,0.001186452865463,0.000980962069467,0.001778907242694,0.001607158370255,0.001861578352503,0.001573339054566,0.001933876306296,0.001653114109552,0.002034013221086,0.001968124107591,0.002186286705115,0.001808688530185,0.001431639226915,0.000997766902646,0.001723704528315,0.001831797855719,0.001640689089418,0.001378782075833,0.001842214341639,0.001759718445049,0.001632436126191,0.002005690563926,0.001531549928528
man,0.002587247743345,0.001539334035486,0.003541912632822,0.001786573215145,0.002350674373796,0.000778602180086,0.001410979989738,0.001406784538159,0.001997741683315,0.002091321017776,0.004572835597766,0.001410437235543,0.003504026556833,0.001181929609525,0.002337723057742,0.002660530668009,0.001816596424938,0.003405336721728,0.002475892624446,0.000531879529287,0.002431523993421,0.002008256164231,0.001787150388705,0.001582010283067,0.00104194805696,0.00158317313129,0.001638057536771,0.001556129594473,0.002660711740391,0.002298272704421,0.001562415818113,0.001676356243535,0.002527767139027,0.001289550039147,0.001645451013552,0.001936145172924,0.002938569895984,0.000408413314274
many,0.000287471971483,0.000729158227335,0.000874546329092,0.000721500721501,0.000770712909441,0.000458001282404,0.00064135454079,0.000511558013876,0.000477720837314,0.000522830254444,0.00048366530361,0.00045335482571,0.000245896600479,0.000481526877955,0.000779241019247,0.000862874811246,0.000835634355472,0.000609911054638,0.000694987403353,0.000465394588126,0.000715154115712,0.00040908921864,0.000312751318023,0.000339002203514,0.001312082738394,0.000527724377097,0.00075077637102,0.00056020665401,0.000665177935098,0.000430926132079,0.00048488766769,0.000499340157649,0.000459594025278,0.00046055358541,0.000548483671184,0.0004555635701,0.000279863799618,0.000306309985706
mark,0.000287471971483,4.05087904075184E-05,0.000131181949364,3.43571772143201E-05,0.000115606936416,4.58001282403591E-05,0.000171027877544,6.39447517345014E-05,0.000434291670286,0.000217845939352,8.79391461108913E-05,0.000151118275237,6.14741501198746E-05,0.000131325512169,0.000194810254812,0.000107859351406,0.000217991570993,0.00010165184244,0.000108591781774,0.000199454823482,0.000143030823142,7.43798579344713E-05,8.93575194352605E-05,0.000282501836262,3.85906687762899E-05,7.53891967281089E-05,0.000170630993414,0.000280103327005,0.000332588967549,0.000143642044026,0.000107752815042,0.000285337232942,0.000229797012639,0.000184221434164,6.85604588980049E-05,0.000189818154208,4.66439666029199E-05,0.000204206657137
may,0.001437359857414,0.001498825245078,0.001443001443001,0.001168144025287,0.002003853564547,0.001419803975451,0.001795792714212,0.001694535920964,0.001867454182229,0.002265597769258,0.002066569933606,0.002065283094902,0.001352431302637,0.002101208194712,0.001363671783683,0.00136621845114,0.002034587995931,0.001829733163914,0.001433411519416,0.001462668705538,0.001501823642995,0.001227267655919,0.002055222947011,0.000791005141533,0.001697989426157,0.001055448754194,0.001023785960482,0.001929600697146,0.001615432128094,0.001580062484289,0.001454663003071,0.001783357705889,0.001608579088472,0.001611937548934,0.001919692849144,0.002012072434608,0.001632538831102,0.001225239942822
me,0.01034899097338,0.008142266871911,0.01010101010101,0.007833436404865,0.009017341040462,0.00764862141614,0.007354198734394,0.009943408894715,0.006427516720229,0.008016730568142,0.009629336499143,0.008261132379609,0.016229175631647,0.006347399754859,0.008805423517494,0.006723232904293,0.005740444702805,0.007878017789072,0.010794023108331,0.003390731999202,0.009332761210041,0.007623935438283,0.010767581091949,0.008814057291372,0.007062092386061,0.009310565795921,0.005767327577381,0.007344931685911,0.008979902123818,0.008115775487485,0.006034157642368,0.010022470307094,0.010111068556109,0.008980794915488,0.010535457183994,0.008389962416005,0.011241195951304,0.003675719828466
mean,0.000229977577186,0.000243052742445,0.000218636582273,0.000446643303786,0.000385356454721,0.000183200512961,0.00021378484693,0.000447613262142,0.000477720837314,0.000174276751481,0.000219847865277,0.000251863792061,0.000737689801438,0.000393976536508,0.000233772305774,0.000179765585676,0.000145327713995,0.000203303684879,0.000195465207193,0.000265939764643,0.000143030823142,0.000297519431738,0.000893575194353,0.00022600146901,0.000540269362868,0.000301556786912,0.000204757192096,0.000311225918895,0.000427614386848,0.000143642044026,0.000161629222563,0.000428005849413,0.000268096514745,0.000414498226869,0.000319948808191,0.000417599939258,0.000233219833015,0.000204206657137
meet,0.000919910308745,0.000202543952038,0.000393545848091,0.000309214594929,0.000115606936416,0.000366401025923,0.00042756969386,0.000287751382805,0.000217145835143,0.000479261066574,0.000615574022776,0.000100745516825,0.000430319050839,0.000350201365785,0.000740278968285,0.000539296757029,0.000326987356489,0.000355781448539,0.000390930414386,0.000132969882322,0.000357577057856,0.000185949644836,0.000357430077741,0.000113000734505,0.000463088025315,0.000150778393456,0.00037538818551,0.000217858143226,0.000760203354397,0.000287284088053,0.000323258445127,0.000428005849413,0.000306396016852,9.21107170819325E-05,0.000205681376694,7.59272616833074E-05,4.66439666029199E-05,0.000102103328569
men,0.000689932731559,0.000607631856113,0.000612182430364,0.000687143544286,0.00111753371869,0.001007602821288,0.001539250897896,0.000799309396681,0.0009120125076,0.000435691878703,0.001099239326386,0.001611928269192,0.000676215651319,0.001181929609525,0.00132470973272,0.000647156108435,0.001489609068449,0.002541296060991,0.000868734254192,0.000598364470447,0.001251519702496,0.000892558295214,0.000491466356894,0.000791005141533,0.001119129394512,0.000829281164009,0.000921407364434,0.000342348510784,0.00294578799829,0.000538657665099,0.000862022520338,0.000820344544709,0.000804289544236,0.000736885736655,0.000936992938273,0.000493527200941,0.000513083632632,0.000408413314274
might,0.000402460760076,0.00081017580815,0.000612182430364,0.000549714835429,0.000423892100193,0.000549601538884,0.00021378484693,0.000511558013876,0.000390862503257,0.000653537818055,0.000351756584444,0.000805964134596,0.000368844900719,0.000393976536508,0.000194810254812,0.000395484288488,0.000326987356489,0.000762388818297,0.000390930414386,0.001063759058573,0.000822427233069,0.000297519431738,0.000223393798588,0.000565003672524,0.000347316018987,0.000716197368917,0.000477766781558,0.000933677756684,0.000570152515798,0.000323194599059,0.000215505630085,0.000535007311767,0.000229797012639,0.000276332151246,0.000594190643783,0.00068334535515,0.000979523298661,0.000306309985706
mind,0.000229977577186,0.000243052742445,0.000306091215182,0.000412286126572,0.000423892100193,0.000183200512961,0.00042756969386,0.000543530389743,0.000260575002171,0.000261415127222,0.000351756584444,0.000402982067298,0.000368844900719,0.000218875853616,0.000116886152887,0.000431437405623,0.000435983141985,0.000406607369759,0.000694987403353,0.00079781929393,0.00032181935207,0.000595038863476,0.000446787597176,0.000565003672524,0.000501678694092,0.00018847299182,0.000238883390779,0.000373471102673,0.000380101677199,0.000430926132079,0.00048488766769,0.000392338695296,0.000306396016852,0.000368442868328,0.000319948808191,0.000265745415892,0.000513083632632,0.000510516642843
mine,0.001149887885931,0.001620351616301,0.001443001443001,0.001339929911358,0.001194605009634,0.001419803975451,0.001624764836668,0.001310867410557,0.000998870841657,0.001132798884629,0.001319087191663,0.00110820068507,0.001413905452757,0.00083172824374,0.000623392815398,0.000575249874164,0.00058131085598,0.001118170266836,0.001324819737642,0.001462668705538,0.001108488879354,0.001301647513853,0.001116968992941,0.002090513588338,0.001273492069618,0.00158317313129,0.000648397774972,0.000902555164794,0.000950254192997,0.000718210220131,0.001346910188029,0.000749010236473,0.001034086556875,0.001519826831852,0.001279795232763,0.001556508864508,0.000979523298661,0.001327343271391
more,0.002529753349048,0.002633071376489,0.00314836678473,0.00302343159486,0.002581888246628,0.001923605386095,0.001795792714212,0.001310867410557,0.001737166681143,0.002657720460091,0.001538935056941,0.002166028611727,0.001905698653716,0.001488355804588,0.002298761006779,0.002624577550874,0.001780264496439,0.002236340533672,0.00212839892277,0.002061033175986,0.001966673818208,0.001933876306296,0.002278616745599,0.002938019097124,0.00270134681434,0.002299370500207,0.002866600689349,0.00286327845383,0.001567919418444,0.002729198836499,0.002478314745973,0.002318365017655,0.002259670624282,0.00239487864413,0.00276527184222,0.003113017729016,0.002472130229955,0.002858893199918
most,0.001034899097338,0.001579842825893,0.001355546810092,0.001236858379716,0.001425818882466,0.000595401667125,0.00064135454079,0.00092719890015,0.0018240250152,0.001873475078425,0.001011300180275,0.000805964134596,0.000676215651319,0.000656627560847,0.000506506662511,0.000934781045517,0.001453277139951,0.001168996188056,0.00054295890887,0.000332424705804,0.001358792819853,0.000483469076574,0.000312751318023,0.002203514322843,0.000192953343881,0.00158317313129,0.001365047947309,0.002178581432262,0.000902741483347,0.001508241462276,0.001185280965465,0.001712023397653,0.000497893527384,0.000414498226869,0.000799872020477,0.001670399757033,0.001026167265264,0.000612619971411
much,0.000632438337262,0.001093737341003,0.001443001443001,0.00103071531643,0.001657032755299,0.000916002564807,0.00085513938772,0.000895226524283,0.001650308347086,0.001002091321018,0.00145099591083,0.000604473100947,0.001045060552038,0.000525302048678,0.001090937426946,0.001330265334004,0.000835634355472,0.001626429479034,0.001389974806707,0.000664849411608,0.000858184938854,0.000595038863476,0.000670181395764,0.000960506243291,0.001003357388184,0.000980059557465,0.000648397774972,0.001493884410694,0.001377868579845,0.001041404819191,0.000700393297775,0.001141348931769,0.001378782075833,0.000644775019574,0.001439769636858,0.001594472495349,0.001632538831102,0.000816826628548
must,0.002414764560455,0.001660860406708,0.001574183392365,0.001649144506287,0.001849710982659,0.001648804616653,0.001881306652984,0.000991143651885,0.001172587509772,0.002309166957128,0.001538935056941,0.001914164819666,0.000860638101678,0.000919278585186,0.001051975375984,0.001725749622492,0.001634936782444,0.001321473951715,0.001368256450352,0.000997274117412,0.001430308231424,0.000818178437279,0.001295684031811,0.001073506977795,0.00135067340717,0.001997813713295,0.001740436132819,0.00171174255392,0.001425381289495,0.001580062484289,0.001670168633156,0.002033027784713,0.001455381080046,0.001519826831852,0.002216788171036,0.001822254280399,0.001306031064882,0.000816826628548
my,0.010119013396194,0.013246374463259,0.010363373999738,0.011509654366797,0.011329479768786,0.010900430521206,0.016632461091158,0.016369856444032,0.009120125076001,0.009280237016382,0.011432088994416,0.010376788232924,0.014077580377451,0.012651024338995,0.011649653237747,0.009959013446466,0.008973986339195,0.01143583227446,0.013313352445487,0.008576557409747,0.012765500965458,0.013239614712336,0.012688767759807,0.014068591445844,0.013506734071702,0.009800595574654,0.007337132716787,0.013787308207028,0.008029647930822,0.014328293891622,0.008620225203383,0.012911509790634,0.011643048640368,0.012573112881684,0.010146947916905,0.013173379902054,0.013946546014273,0.006432509699816
myself,0.000229977577186,0.00048610548489,0.000481000481,0.000652786367072,0.000385356454721,0.000458001282404,0.001026167265264,0.001182977907088,0.000347433336229,0.000653537818055,0.000615574022776,0.000503727584123,0.000614741501199,0.000437751707232,0.000584430764435,0.000215718702812,0.000254323499491,0.000660736975858,0.000825297541482,0.000199454823482,0.000143030823142,0.000818178437279,0.000848896434635,0.000508503305271,0.000810404044302,0.000753891967281,0.000341261986827,0.000373471102673,0.000855228773697,0.000359105110066,0.000592640482733,0.000677675928238,0.000536193029491,0.00046055358541,0.000502776698585,0.000379636308417,0.000699659499044,0.000408413314274
name,0.000747427125855,0.000769667017743,0.000524727797455,0.000721500721501,0.000578034682081,0.000824402308326,0.001197195142808,0.000831281772549,0.000738295839486,0.000740676193796,0.000923361034164,0.000805964134596,0.000922112251798,0.00083172824374,0.000974051274059,0.000467390522758,0.001053625926464,0.000304955527319,0.000673269046999,0.000664849411608,0.000822427233069,0.000929748224181,0.001116968992941,0.000395502570767,0.000347316018987,0.000640808172189,0.001057912159165,0.000342348510784,0.000712690644747,0.000502747154092,0.000754269705296,0.000392338695296,0.000919188050555,0.000782941095196,0.000548483671184,0.000531490831783,0.000699659499044,0.000306309985706
never,0.0016673374346,0.001174754921818,0.00104945559491,0.000790215075929,0.001078998073218,0.001007602821288,0.001111681204036,0.001023116027752,0.001042300008686,0.000740676193796,0.001538935056941,0.00156155551078,0.001168008852278,0.00096305375591,0.001519519987532,0.000503343639894,0.00116262171196,0.000813214739517,0.001237946312223,0.000930789176252,0.000858184938854,0.001487597158689,0.001251005272094,0.000847505508786,0.001003357388184,0.001243921746014,0.000955533563116,0.00056020665401,0.000570152515798,0.000933673286171,0.000592640482733,0.001212683240004,0.00065109153581,0.001105328604983,0.001576890554654,0.000835199878516,0.001259387098279,0.001939963242802
new,0.000344966365779,8.10175808150369E-05,0.000393545848091,0.000103071531643,0.000462427745665,0.000458001282404,0.000513083632632,0.000191834255204,0.000260575002171,0.000217845939352,0.000263817438333,5.03727584122507E-05,0.00018442245036,0.000306426195062,0.000350658458661,0.000143812468541,0.000254323499491,0.000203303684879,0.000260620276257,0.000398909646965,0.00032181935207,0.000185949644836,0.000268072558306,0.000452002938019,0.000347316018987,0.000150778393456,0.000136504794731,0.000124490367558,0.000285076257899,0.000179552555033,0.000538764075211,0.000178335770589,0.000574492531597,0.000322387509787,0.000205681376694,0.000151854523367,9.32879332058398E-05,0.000204206657137
next,0.000459955154372,0.000202543952038,4.37273164545892E-05,0.000137428708857,0.000500963391137,9.16002564807182E-05,0.000299298785702,0.000127889503469,8.68583340571528E-05,0.000174276751481,0.000175878292222,0.000151118275237,6.14741501198746E-05,0.000306426195062,0.000350658458661,0.000215718702812,7.26638569975294E-05,0.000152477763659,0.000173746850838,6.64849411608271E-05,0.000107273117357,0.000371899289672,0.000134036279153,0.000339002203514,0.000154362675105,0.000226167590184,3.41261986827287E-05,0.000124490367558,4.75127096498313E-05,7.18210220131433E-05,5.38764075211465E-05,0.000249670078824,0.000268096514745,9.21107170819325E-05,0.000251388349293,0.00022778178505,4.66439666029199E-05,0.000102103328569
night,0.002587247743345,0.000445596694483,0.000174909265818,0.000481000481,0.000423892100193,0.000916002564807,0.00042756969386,0.00092719890015,0.000477720837314,0.000609968630185,0.001099239326386,0.000604473100947,0.000307370750599,0.000481526877955,0.001090937426946,0.000826921694111,0.000544978927481,0.000254129606099,0.000847015897837,0.002326972940629,0.000750911821498,0.000706608650377,0.000402108837459,0.000339002203514,0.000424497356539,0.001093143352558,0.000204757192096,0.00112041330802,0.001377868579845,0.001077315330197,0.001293033780508,0.001212683240004,0.00260436614324,0.000368442868328,0.000617044130082,0.000151854523367,0.000606371565838,0.002144169899939
no,0.003564652446386,0.003443247184639,0.004547640911277,0.003092145949289,0.002851637764933,0.002335806540258,0.003335043612109,0.00255779006938,0.002649179188743,0.002962704775183,0.004177109440267,0.002518637920613,0.002581914305035,0.003108037121345,0.003311774331801,0.003020061839361,0.00236157535242,0.002642947903431,0.003040569889671,0.003324247058041,0.002967889580205,0.002938004388412,0.003261549459387,0.003051019831629,0.002932890826998,0.002525538090392,0.003310241272225,0.003050014005166,0.003230864256189,0.003375588034618,0.002532191153494,0.002318365017655,0.002795863653773,0.002901487588081,0.002833832301118,0.003568581299115,0.00447782079388,0.003471513171329
none,0.000344966365779,0.00064814064652,0.000481000481,0.000549714835429,0.000423892100193,0.000503801410644,0.00042756969386,0.000479585638009,0.000477720837314,0.000522830254444,0.000879391461109,0.000705218617772,0.000799163951558,0.000744177902294,0.000350658458661,0.000503343639894,0.000363319284988,0.000711562897078,0.00049952219616,0.000398909646965,0.000429092469427,0.000260329502771,0.000491466356894,0.000339002203514,0.000115772006329,0.000301556786912,0.000170630993414,0.000311225918895,0.000285076257899,0.000287284088053,0.000700393297775,0.000428005849413,0.000536193029491,0.000322387509787,0.000457069725987,0.000873163509358,0.000606371565838,0.000204206657137
nor,0.000747427125855,0.00048610548489,0.000787091696183,0.000962000962001,0.000462427745665,0.000458001282404,0.000555840602018,0.000575502765611,0.000260575002171,0.001002091321018,0.000747482741943,0.000856336893008,0.000737689801438,0.000612852390124,0.000389620509624,0.00075501545984,0.000472315070484,0.000508259212198,0.000694987403353,0.000664849411608,0.000286061646285,0.000483469076574,0.000804217674917,0.000791005141533,0.000617450700421,0.000452335180369,0.000716650172337,0.000653574429679,0.000665177935098,0.000861852264158,0.001077528150423,0.001177016085887,0.000421294523171,0.000875051812278,0.000594190643783,0.00113890892525,0.000653015532441,0.000918929957117
not,0.009314091876042,0.009519565745767,0.010625737898465,0.009207723493438,0.006589595375723,0.008381423467986,0.008380365999658,0.00802506634268,0.008598975071658,0.009672359707215,0.010508727960252,0.007354422728189,0.00977438986906,0.007441779022938,0.009701550689628,0.010642122672036,0.006903066414765,0.009402795425667,0.00879593432369,0.005784189880992,0.008009726095974,0.007437985793447,0.010097399696185,0.008362054353353,0.007062092386061,0.008707452222097,0.00900931645224,0.009305654974946,0.011783151993158,0.009480374905735,0.008350843165778,0.010700146235332,0.009383378016086,0.007599134159259,0.008432936444455,0.01055388937398,0.010168384719437,0.007861956299775
nothing,0.000632438337262,0.000850684598558,0.000481000481,0.000893286607572,0.000385356454721,0.000412201154163,0.00106892423465,0.000255779006938,0.0006080083384,0.000522830254444,0.000747482741943,0.000302236550474,0.000676215651319,0.000218875853616,0.000389620509624,0.000575249874164,0.000399651213486,0.001016518424396,0.000716705759708,0.000332424705804,0.00057212329257,0.000148759715869,0.000536145116612,0.000847505508786,0.000270134681434,0.000678502770553,0.00037538818551,0.000809187389126,0.000332588967549,0.000969583797177,0.000646516890254,0.000784677390591,0.000536193029491,0.000184221434164,0.00068560458898,0.001062981663566,0.000746303465647,0.000510516642843
now,0.002242281377566,0.001539334035486,0.002011456556911,0.001820930392359,0.002813102119461,0.002244206283778,0.001624764836668,0.002110176807239,0.001259445843829,0.002091321017776,0.001758782922218,0.002065283094902,0.002520440154915,0.001751006828927,0.002493571261591,0.002768390019415,0.002506903066415,0.002490470139771,0.00208496221006,0.001130243999734,0.002753343345491,0.002082636022165,0.002144580466446,0.003446522402396,0.003125844170879,0.002337065098571,0.001535678940723,0.002178581432262,0.001948021095643,0.001831436061335,0.002155056300846,0.003031708100011,0.002144772117962,0.002026435775803,0.002719564869621,0.003150981359857,0.002472130229955,0.003675719828466
of,0.015121025699994,0.017985902940938,0.018015654379291,0.016663230948945,0.018188824662813,0.024136667582669,0.021207456815461,0.019790900661828,0.017936245982802,0.016251307075636,0.016048894165238,0.015464436832561,0.01475379602877,0.023594817019786,0.022792799812982,0.017652980513411,0.02470571137916,0.015501905972046,0.017809052210929,0.015823415996277,0.020632196238289,0.019636282494701,0.010633544812796,0.015763602463416,0.015552039516845,0.015228617739078,0.015015527420401,0.019700600666024,0.017104575473939,0.017021582217115,0.018102472927105,0.015087206191818,0.014017617770969,0.014461382581863,0.014283428937084,0.016514179416119,0.018750874574374,0.011946089442516
off,0.000517449548669,0.00081017580815,0.000262363898728,0.000618429189858,0.00019267822736,0.000778602180086,0.00085513938772,0.000447613262142,0.0003040041692,0.000522830254444,0.000395726157499,0.000554100342535,0.00018442245036,0.000525302048678,0.000506506662511,0.000431437405623,0.000690306641477,0.000609911054638,0.000347493701677,6.64849411608271E-05,0.000786669527283,0.000557848934509,0.000268072558306,0.000904005876038,0.000926176050631,0.000678502770553,0.000648397774972,0.000653574429679,0.000902741483347,0.000682299709125,0.00048488766769,0.00032100438706,0.000382995021065,0.000552664302492,0.000571337157483,0.000721308985991,0.000419795699426,0.000510516642843
old,0.000344966365779,0.000729158227335,0.001530456075911,0.000584072012643,0.000500963391137,0.000549601538884,0.000897896357106,0.000287751382805,0.000868583340572,0.000479261066574,0.000879391461109,0.000302236550474,0.000491793200959,0.000481526877955,0.001129899477909,0.000431437405623,0.000472315070484,0.000304955527319,0.001064199461385,0.000731334352769,0.001466065937209,0.000446279147607,0.001608435349835,0.000395502570767,0.000270134681434,0.000263862188548,0.000580145377606,0.0005913292459,0.000285076257899,0.001580062484289,0.00048488766769,0.00032100438706,0.001034086556875,0.000690830378114,0.00034280229449,0.000759272616833,0.000559727599235,0.000510516642843
on,0.003852124417869,0.002430527424451,0.002886002886003,0.003160860303717,0.003005780346821,0.004213611798113,0.003377800581495,0.004444160245548,0.003300616694172,0.003267689090275,0.003033900540826,0.002770501712674,0.002643388455155,0.003326912974961,0.003896205096236,0.003127921190767,0.002906554279901,0.002490470139771,0.002823386326123,0.002725882587594,0.002896374168633,0.002975194317379,0.002814761862211,0.003503022769648,0.002546984139235,0.003015567869124,0.002491212503839,0.003734711026734,0.003705991352687,0.003411498545624,0.003070955228705,0.003709384028248,0.002757564151666,0.003546262607654,0.002925246246315,0.003606544929957,0.002985213862587,0.005615683071268
once,0.000517449548669,0.000283561532853,0.000218636582273,0.0002405002405,0.000770712909441,0.000366401025923,0.000513083632632,0.000383668510407,0.000347433336229,0.000392122690833,0.000263817438333,0.000302236550474,0.000245896600479,0.000744177902294,0.000311696407699,0.000431437405623,0.000435983141985,0.000406607369759,0.000325775345322,0.000531879529287,0.000500607880998,0.000223139573803,0.000491466356894,0.000508503305271,0.000694632037973,0.000565418975461,0.00037538818551,0.000529084062121,0.000665177935098,0.000323194599059,0.000592640482733,0.000285337232942,0.000382995021065,0.000368442868328,0.000388509267089,0.000417599939258,0.00032650776622,0.000612619971411
one,0.002127292588973,0.001903913149153,0.001880274607547,0.002336288050574,0.00223506743738,0.000916002564807,0.00149649392851,0.001246922658823,0.002779466689829,0.001873475078425,0.002154509079717,0.001914164819666,0.001659802053237,0.001357030292418,0.001168861528871,0.001869562091033,0.001889260281936,0.002083862770013,0.001954652071931,0.002459942822951,0.001323035114067,0.001376027371788,0.001787150388705,0.001525509915814,0.001157720063289,0.00139470013947,0.002388833907791,0.001276026267468,0.001377868579845,0.001220957374223,0.00140078659555,0.001676356243535,0.001876675603217,0.001289550039147,0.002856685787417,0.002543563266391,0.002518774196558,0.002858893199918
only,0.000287471971483,0.000405087904075,0.000306091215182,0.000343571772143,0.000346820809249,0.000274800769442,0.000171027877544,0.000127889503469,0.000390862503257,0.000435691878703,0.000747482741943,0.000251863792061,6.14741501198746E-05,0.000262651024339,0.000272734356737,0.000143812468541,0.000363319284988,0.000660736975858,0.000325775345322,0.000265939764643,0.000250303940499,0.000223139573803,0.000223393798588,0.000282501836262,0.00030872535021,0.000339251385276,0.000443640582875,0.000186735551337,0.000332588967549,0.000179552555033,0.000431011260169,7.13343082355459E-05,0.000344695518958,4.60553585409662E-05,0.000114267431497,0.0004555635701,4.66439666029199E-05,0.000102103328569
or,0.002644742137642,0.002268492262821,0.001792819974638,0.002508073936645,0.001734104046243,0.001740404873134,0.001453736959124,0.001342839786425,0.002258316685486,0.002134890205647,0.001890691641384,0.001964537578078,0.002458966004795,0.002407634389774,0.002298761006779,0.002372905730927,0.001780264496439,0.001219822109276,0.001976370428286,0.001728608470182,0.001573339054566,0.001859496448362,0.002859440621928,0.002203514322843,0.001890942770038,0.00158317313129,0.001740436132819,0.002520929943046,0.001757970257044,0.001795525550329,0.001616292225634,0.002033027784713,0.001455381080046,0.001519826831852,0.001805425417647,0.002619490528074,0.001959046597323,0.002246273228507
other,0.000574943942966,0.000891193388965,0.000699637063273,0.000618429189858,0.000847784200385,0.000549601538884,0.000684111510176,0.000735364644947,0.000694866672457,0.001089229696758,0.000835421888053,0.000705218617772,0.001106534702158,0.000612852390124,0.000545468713473,0.000719062342705,0.000653974712978,0.000813214739517,0.000868734254192,0.000930789176252,0.000965458056211,0.000520659005541,0.0007595389152,0.000508503305271,0.000424497356539,0.000716197368917,0.000955533563116,0.000404593694563,0.000665177935098,0.000897762775164,0.000808146112817,0.000820344544709,0.000612792033704,0.000598719661033,0.000594190643783,0.000759272616833,0.000466439666029,0.001021033285685
our,0.002989708503421,0.003564773555862,0.001443001443001,0.003538789253075,0.00242774566474,0.004625812952276,0.004917051479391,0.003548933721265,0.002171458351429,0.002091321017776,0.000879391461109,0.00402982067298,0.001721276203356,0.003808439852915,0.003584508688537,0.003703171064931,0.005922104345299,0.003303684879288,0.001259664668578,0.000598364470447,0.003289708932275,0.002566105098739,0.001831829148423,0.002429515791853,0.004939605603365,0.004071016623318,0.004777667815582,0.003330117332171,0.003515940514088,0.003411498545624,0.005118258714509,0.001569354781182,0.002106472615856,0.003684428683277,0.003359462486002,0.002277817850499,0.00111945519847,0.000102103328569
out,0.001092393491635,0.001255772502633,0.001880274607547,0.001133786848073,0.001695568400771,0.001877805257855,0.00128270908158,0.000671419893212,0.001606879180057,0.00130707563611,0.001582904629996,0.000906709651421,0.001536853752997,0.001707231658203,0.001558482038495,0.001617890271087,0.001743932567941,0.002287166454892,0.001324819737642,0.001130243999734,0.001466065937209,0.000632228792443,0.000804217674917,0.001243008079553,0.001003357388184,0.001243921746014,0.001706309934136,0.001618374778252,0.001235330450896,0.002549646281467,0.001346910188029,0.001961693476478,0.001761777096898,0.000782941095196,0.001462623123157,0.001594472495349,0.001445962964691,0.000612619971411
own,0.000517449548669,0.001539334035486,0.001268092177183,0.000962000962001,0.000963391136802,0.000458001282404,0.001154438173422,0.000383668510407,0.000998870841657,0.00126350644824,0.000835421888053,0.000554100342535,0.000799163951558,0.000306426195062,0.000857165121172,0.000826921694111,0.00058131085598,0.001321473951715,0.000868734254192,0.001329698823217,0.000822427233069,0.000595038863476,0.000446787597176,0.001130007345048,0.000270134681434,0.000791586565645,0.001262669351261,0.001182658491799,0.000522639806148,0.000897762775164,0.000915898927859,0.001034347469415,0.00065109153581,0.000782941095196,0.000297095321891,0.000987054401883,0.000559727599235,0.00071472329998
part,0.001034899097338,0.000364579113668,0.000787091696183,0.000618429189858,0.000462427745665,0.000641201795365,0.000470326663246,0.000415640886274,0.0006080083384,0.000217845939352,0.000615574022776,0.000352609308886,0.000430319050839,0.000393976536508,0.000701316917323,0.001042640396922,0.000472315070484,0.000609911054638,0.000477803839805,0.000531879529287,0.000822427233069,0.000334709360705,0.000402108837459,0.000678004407029,0.000463088025315,0.000753891967281,0.000648397774972,0.000778064797236,0.001045279612296,0.000574568176105,0.00048488766769,0.00032100438706,0.000880888548449,0.000276332151246,0.000388509267089,0.000607418093466,0.000419795699426,0.000612619971411
